objectid,borough,maintainer,gla_tree_name,tree_name,taxon_name,common_name,age,age_group,height_m,spread_m,canopy_spread_group,diameter_at_breast_height_cm,dbh_group,longitude,latitude,condition,load_date,updated
800001,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.15178402,51.60268122,,20180214,20210715
800002,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.15174049,51.60257982,,20180214,20210715
800003,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.1517823,51.60258138,,20180214,20210715
800004,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16115182,51.61700478,,20180214,20210715
800005,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16250185,51.620452,,20180214,20210715
800006,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16044492,51.61980471,,20180214,20210715
800007,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.153782,51.61615174,,20180214,20210715
800008,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.15386256,51.61619527,,20180214,20210715
800009,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.15393202,51.61622784,,20180214,20210715
800010,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.15535017,51.61641379,,20180214,20210715
800011,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.15433664,51.61650847,,20180214,20210715
800012,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.15479646,51.61667486,,20180214,20210715
800013,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.15485241,51.61664876,,20180214,20210715
800014,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.15489818,51.6166243,,20180214,20210715
800015,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.14998628,51.60509523,,20180214,20210715
800016,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.15747405,51.61340503,,20180214,20210715
800017,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16287084,51.63667453,,20180214,20210715
800018,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17261787,51.64897521,,20180214,20210715
800019,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17249891,51.6486982,,20180214,20210715
800020,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17244149,51.6485804,,20180214,20210715
800021,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17241755,51.64856474,,20180214,20210715
800022,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17237699,51.64849487,,20180214,20210715
800023,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17235327,51.64847382,,20180214,20210715
800024,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.1723918,51.64848611,,20180214,20210715
800025,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16457993,51.64477544,,20180214,20210715
800026,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16133348,51.64206383,,20180214,20210715
800027,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.15769789,51.64914134,,20180214,20210715
800028,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.1652585,51.64633362,,20180214,20210715
800029,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.15326264,51.64257113,,20180214,20210715
800030,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17444699,51.655006,,20180214,20210715
800031,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.14996206,51.6437664,,20180214,20210715
800032,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16263186,51.6489156,,20180214,20210715
800033,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16823632,51.64933947,,20180214,20210715
800034,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16872373,51.64312711,,20180214,20210715
800035,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17535231,51.59139856,,20180214,20210715
800036,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17343314,51.59004414,,20180214,20210715
800037,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17387369,51.58942602,,20180214,20210715
800038,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17405481,51.5891213,,20180214,20210715
800039,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17414764,51.58896628,,20180214,20210715
800040,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16741299,51.59051591,,20180214,20210715
800041,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16841949,51.5904372,,20180214,20210715
800042,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16088161,51.58859369,,20180214,20210715
800043,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16426852,51.61916496,,20180214,20210715
800044,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17949395,51.62332,,20180214,20210715
800045,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.1795429,51.62336033,,20180214,20210715
800046,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.26816161,51.63077613,,20180214,20210715
800047,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.2729128,51.6290171,,20180214,20210715
800048,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.2728101,51.62902008,,20180214,20210715
800049,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.28937868,51.62043951,,20180214,20210715
800050,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.28204046,51.61943944,,20180214,20210715
800051,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.2867763,51.62191585,,20180214,20210715
800052,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.28698956,51.62189199,,20180214,20210715
800053,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.28779997,51.62158549,,20180214,20210715
800054,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.28648876,51.62099715,,20180214,20210715
800055,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.29079276,51.62075146,,20180214,20210715
800056,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20046706,51.60139011,,20180214,20210715
800057,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.19865492,51.59784902,,20180214,20210715
800058,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.19687725,51.59989715,,20180214,20210715
800059,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20886722,51.59282572,,20180214,20210715
800060,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.19837556,51.59958115,,20180214,20210715
800061,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.2076602,51.59810917,,20180214,20210715
800062,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20774921,51.59808535,,20180214,20210715
800063,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.2077103,51.59804698,,20180214,20210715
800064,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17785596,51.58655551,,20180214,20210715
800065,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.1777967,51.58644938,,20180214,20210715
800066,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.19613429,51.5816214,,20180214,20210715
800067,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17432473,51.57244735,,20180214,20210715
800068,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.18257946,51.57949331,,20180214,20210715
800069,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.18266264,51.57947032,,20180214,20210715
800070,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.18280935,51.57941054,,20180214,20210715
800071,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.18293086,51.57936746,,20180214,20210715
800072,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.18541206,51.582769,,20180214,20210715
800073,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.18480141,51.5817569,,20180214,20210715
800074,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.18564147,51.58284358,,20180214,20210715
800075,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16851353,51.58537057,,20180214,20210715
800076,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16858689,51.58534114,,20180214,20210715
800077,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16867824,51.58536685,,20180214,20210715
800078,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16908252,51.58532819,,20180214,20210715
800079,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16904804,51.58536003,,20180214,20210715
800080,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16914506,51.58535255,,20180214,20210715
800081,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17479749,51.57671259,,20180214,20210715
800082,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20340144,51.57858736,,20180214,20210715
800083,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20484359,51.58634373,,20180214,20210715
800084,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.21655697,51.57142868,,20180214,20210715
800085,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.21649323,51.57139804,,20180214,20210715
800086,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.21624563,51.57123511,,20180214,20210715
800087,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.21626308,51.57119491,,20180214,20210715
800088,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.21698133,51.57227412,,20180214,20210715
800089,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.2208254,51.57383238,,20180214,20210715
800090,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.25972292,51.62625686,,20180214,20210715
800091,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.25328736,51.62172003,,20180214,20210715
800092,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.25867451,51.62062118,,20180214,20210715
800093,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.25699087,51.62022482,,20180214,20210715
800094,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.23026478,51.58549785,,20180214,20210715
800095,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.21912368,51.58827611,,20180214,20210715
800096,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.22718495,51.5891553,,20180214,20210715
800097,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.22161705,51.58715841,,20180214,20210715
800098,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.22169442,51.5871362,,20180214,20210715
800099,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.2233707,51.58642422,,20180214,20210715
800100,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.22536034,51.59041273,,20180214,20210715
800101,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.22280162,51.5860631,,20180214,20210715
800102,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.22625703,51.59037053,,20180214,20210715
800103,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.22214119,51.58626712,,20180214,20210715
800104,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.22303447,51.59271104,,20180214,20210715
800105,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.22306283,51.59265033,,20180214,20210715
800106,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.22309039,51.59268401,,20180214,20210715
800107,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.22309909,51.59272012,,20180214,20210715
800108,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17615535,51.65364864,,20180214,20210715
800109,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17907326,51.65356174,,20180214,20210715
800110,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17905426,51.65360281,,20180214,20210715
800111,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17895515,51.65358688,,20180214,20210715
800112,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.19998814,51.66193493,,20180214,20210715
800113,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20026084,51.6618402,,20180214,20210715
800114,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.21039719,51.65448569,,20180214,20210715
800115,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.1945887,51.65263231,,20180214,20210715
800116,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.19456899,51.65265538,,20180214,20210715
800117,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.19448311,51.65267025,,20180214,20210715
800118,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.19018979,51.65589622,,20180214,20210715
800119,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.24745686,51.62382005,,20180214,20210715
800120,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.24406055,51.62490143,,20180214,20210715
800121,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.24412156,51.62493022,,20180214,20210715
800122,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.24416448,51.62490388,,20180214,20210715
800123,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.24421341,51.62487134,,20180214,20210715
800124,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.24184455,51.62224253,,20180214,20210715
800125,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.22523937,51.61766381,,20180214,20210715
800126,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.22517856,51.60296592,,20180214,20210715
800127,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.15784162,51.62230603,,20180214,20210715
800128,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17533188,51.63613776,,20180214,20210715
800129,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.1588924,51.62993092,,20180214,20210715
800130,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.15957151,51.63089475,,20180214,20210715
800131,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.15984684,51.63066077,,20180214,20210715
800132,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.18145172,51.64069288,,20180214,20210715
800133,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16730095,51.63034393,,20180214,20210715
800134,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16792113,51.62983386,,20180214,20210715
800135,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16781218,51.62984834,,20180214,20210715
800136,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.18513223,51.62158996,,20180214,20210715
800137,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.1743946,51.62514629,,20180214,20210715
800138,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17528927,51.62517279,,20180214,20210715
800139,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17539936,51.62516551,,20180214,20210715
800140,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.19082544,51.62351675,,20180214,20210715
800141,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.17022784,51.62759118,,20180214,20210715
800142,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.19101979,51.62171769,,20180214,20210715
800143,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20097081,51.6453728,,20180214,20210715
800144,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20102703,51.64541322,,20180214,20210715
800145,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.19638151,51.64570615,,20180214,20210715
800146,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.19972129,51.64298239,,20180214,20210715
800147,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20395298,51.64295007,,20180214,20210715
800148,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20451201,51.64284802,,20180214,20210715
800149,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20445492,51.64275632,,20180214,20210715
800150,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20459925,51.64268839,,20180214,20210715
800151,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20460359,51.64276129,,20180214,20210715
800152,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20461836,51.64297284,,20180214,20210715
800153,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20578114,51.64295374,,20180214,20210715
800154,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20204272,51.65156149,,20180214,20210715
800155,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.20199557,51.65147444,,20180214,20210715
800156,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.18592646,51.61435263,,20180214,20210715
800157,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.23166985,51.57507177,,20180214,20210715
800158,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.23196958,51.57500884,,20180214,20210715
800159,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.2311654,51.57453452,,20180214,20210715
800160,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.23121719,51.57442739,,20180214,20210715
800161,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16430464,51.61179001,,20180214,20210715
800162,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16457045,51.60699046,,20180214,20210715
800163,Barnet,Barnet,Birch,Birch,,Silver birch,,,,,,,,-0.16595192,51.61044533,,20180214,20210715
800164,Barnet,Barnet,Birch,Birch,,Silver fir,,,,,,,,-0.24012442,51.60964649,,20180214,20210715
800165,Barnet,Barnet,Birch,Birch,,Silver fir,,,,,,,,-0.24017964,51.6096752,,20180214,20210715
800166,Barnet,Barnet,Birch,Birch,,Silver fir,,,,,,,,-0.1688015,51.58930203,,20180214,20210715
800167,Barnet,Barnet,Birch,Birch,,Silver fir,,,,,,,,-0.28058184,51.6248188,,20180214,20210715
800168,Barnet,Barnet,Birch,Birch,,Silver fir,,,,,,,,-0.28072942,51.62473643,,20180214,20210715
800169,Barnet,Barnet,Birch,Birch,,Silver fir,,,,,,,,-0.28113423,51.62480531,,20180214,20210715
800170,Barnet,Barnet,Birch,Birch,,Silver fir,,,,,,,,-0.17822702,51.65119533,,20180214,20210715
800171,Barnet,Barnet,Birch,Birch,,Silver fir,,,,,,,,-0.25387217,51.58186067,,20180214,20210715
800172,Barnet,Barnet,Lime,Lime,,Silver lime,,,,,,,,-0.16785043,51.61724261,,20180214,20210715
800173,Barnet,Barnet,Lime,Lime,,Silver lime,,,,,,,,-0.16798923,51.61723938,,20180214,20210715
800174,Barnet,Barnet,Lime,Lime,,Silver lime,,,,,,,,-0.20004907,51.66342588,,20180214,20210715
800175,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.13543405,51.63187894,,20180214,20210715
800176,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15722903,51.63635591,,20180214,20210715
800177,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15714562,51.63638158,,20180214,20210715
800178,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15718286,51.63631832,,20180214,20210715
800179,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15707501,51.6363409,,20180214,20210715
800180,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15681951,51.63601317,,20180214,20210715
800181,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.156609,51.63607281,,20180214,20210715
800182,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15642835,51.63621565,,20180214,20210715
800183,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.1477854,51.63404736,,20180214,20210715
800184,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.14889382,51.63514572,,20180214,20210715
800185,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.14856528,51.63487436,,20180214,20210715
800186,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.14879118,51.62130399,,20180214,20210715
800187,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.14698868,51.63242876,,20180214,20210715
800188,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.14873856,51.63430968,,20180214,20210715
800189,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.17186557,51.59683504,,20180214,20210715
800190,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.26490917,51.6079742,,20180214,20210715
800191,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.26435761,51.60028308,,20180214,20210715
800192,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.26463506,51.59838352,,20180214,20210715
800193,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.2599251,51.60941472,,20180214,20210715
800194,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.26416314,51.60504249,,20180214,20210715
800195,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.2632001,51.60375135,,20180214,20210715
800196,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.26435391,51.60556866,,20180214,20210715
800197,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.2165753,51.5590492,,20180214,20210715
800198,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.2165753,51.5590492,,20180214,20210715
800199,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.20749442,51.56875836,,20180214,20210715
800200,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.20678587,51.56843011,,20180214,20210715
800201,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.20283304,51.56592102,,20180214,20210715
800202,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.20278142,51.56587616,,20180214,20210715
800203,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.20274369,51.56584501,,20180214,20210715
800204,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.19591014,51.56173045,,20180214,20210715
800205,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.24396985,51.5968973,,20180214,20210715
800206,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.24317894,51.59969555,,20180214,20210715
800207,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.24322837,51.59953712,,20180214,20210715
800208,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.24494588,51.59966893,,20180214,20210715
800209,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.2449535,51.60771082,,20180214,20210715
800210,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.24568935,51.59933564,,20180214,20210715
800211,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.2456864,51.59929962,,20180214,20210715
800212,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.24844805,51.6011528,,20180214,20210715
800213,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15081827,51.62040883,,20180214,20210715
800214,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15036718,51.61999167,,20180214,20210715
800215,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15170475,51.61949658,,20180214,20210715
800216,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15212249,51.62002381,,20180214,20210715
800217,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15075188,51.61976753,,20180214,20210715
800218,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.1499572,51.61909677,,20180214,20210715
800219,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15288472,51.60060872,,20180214,20210715
800220,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15295426,51.60081664,,20180214,20210715
800221,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.17009639,51.65390598,,20180214,20210715
800222,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.16009642,51.65248631,,20180214,20210715
800223,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.1633248,51.65405205,,20180214,20210715
800224,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15825129,51.63908853,,20180214,20210715
800225,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.157687,51.65222642,,20180214,20210715
800226,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15830358,51.63872516,,20180214,20210715
800227,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15850165,51.63875884,,20180214,20210715
800228,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15968498,51.63719475,,20180214,20210715
800229,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15982525,51.63708544,,20180214,20210715
800230,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.15006394,51.64215119,,20180214,20210715
800231,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.17108382,51.65185763,,20180214,20210715
800232,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.17333731,51.59718348,,20180214,20210715
800233,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.28723676,51.6234989,,20180214,20210715
800234,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.28706807,51.62349015,,20180214,20210715
800235,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.28707233,51.62337691,,20180214,20210715
800236,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.21911579,51.5723434,,20180214,20210715
800237,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.2561489,51.61543294,,20180214,20210715
800238,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.26902387,51.60887932,,20180214,20210715
800239,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.26887934,51.60892035,,20180214,20210715
800240,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.26699902,51.61817258,,20180214,20210715
800241,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.25027294,51.62591318,,20180214,20210715
800242,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.26304522,51.62249066,,20180214,20210715
800243,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.26295753,51.62247947,,20180214,20210715
800244,Barnet,Barnet,Maple,Maple,,Silver maple,,,,,,,,-0.25484727,51.62718712,,20180214,20210715
